id;Precio
polo-adams-marino-s22pl0708-001_variante_1;44,59821429
polo-adams-marino-s22pl0708-001_variante_2;44,59821429
polo-adams-marino-s22pl0708-001_variante_3;44,59821429
polo-adams-marino-s22pl0708-001_variante_4;44,59821429
polo-adams-marino-s22pl0708-001_variante_5;44,59821429
polo-adams-tinto-s22pl0708-001_variante_1;44,59821429
polo-adams-tinto-s22pl0708-001_variante_2;44,59821429
polo-adams-tinto-s22pl0708-001_variante_3;44,59821429
polo-adams-tinto-s22pl0708-001_variante_4;44,59821429
polo-kodak-marino-1_variante_1;40,13392857
polo-kodak-marino-1_variante_2;40,13392857
polo-kodak-marino-1_variante_3;40,13392857
polo-kodak-marino-1_variante_4;40,13392857
polo-kodak-marino-1_variante_5;40,13392857
polo-russel-caza-1_variante_1;44,59821429
polo-russel-caza-1_variante_2;44,59821429
polo-russel-caza-1_variante_3;44,59821429
polo-russel-caza-1_variante_4;44,59821429
polo-russel-caza-1_variante_5;44,59821429
polo-russel-marino-1_variante_1;44,59821429
polo-russel-marino-1_variante_2;44,59821429
polo-russel-marino-1_variante_3;44,59821429
polo-russel-marino-1_variante_4;44,59821429
polo-russel-blanco-1_variante_1;44,59821429
polo-russel-blanco-1_variante_2;44,59821429
polo-russel-blanco-1_variante_3;44,59821429
polo-russel-blanco-1_variante_4;44,59821429
polo-brand-blanco-1_variante_1;40,13392857
polo-brand-blanco-1_variante_2;40,13392857
polo-brand-blanco-1_variante_3;40,13392857
polo-brand-sangre-1_variante_1;40,13392857
polo-brand-sangre-1_variante_2;40,13392857
polo-brand-sangre-1_variante_3;40,13392857
polo-turner-marino-1_variante_1;44,59821429
polo-turner-marino-1_variante_2;44,59821429
polo-turner-marino-1_variante_3;44,59821429
polo-turner-caza-1_variante_1;44,59821429
polo-turner-caza-1_variante_2;44,59821429
polo-turner-caza-1_variante_3;44,59821429
polo-turner-caza-1_variante_4;44,59821429
polo-turner-caza-1_variante_5;44,59821429
camiseta-banderin-marino-1_variante_1;24,95535714
camiseta-banderin-marino-1_variante_2;24,95535714
camiseta-banderín-blanco-1_variante_1;24,95535714
camiseta-banderín-blanco-1_variante_2;24,95535714
camiseta-banderín-blanco-1_variante_3;24,95535714
camiseta-banderín-blanco-1_variante_4;24,95535714
camiseta-banderin-granada-1_variante_1;24,95535714
camiseta-banderin-granada-1_variante_2;24,95535714
camiseta-banderin-granada-1_variante_3;24,95535714
camiseta-banderin-granada-1_variante_4;24,95535714
camiseta-banderin-granada-1_variante_5;24,95535714
camiseta-relincho-marino-1_variante_1;24,95535714
camiseta-relincho-marino-1_variante_2;24,95535714
camiseta-relincho-marino-1_variante_3;24,95535714
camiseta-relincho-marino-1_variante_4;24,95535714
camiseta-relincho-blanco-1_variante_1;24,95535714
camiseta-relincho-blanco-1_variante_2;24,95535714
camiseta-relincho-blanco-1_variante_3;24,95535714
camiseta-relincho-blanco-1_variante_4;24,95535714
camiseta-wilton-blanco-1_variante_1;24,95535714
camiseta-wilton-blanco-1_variante_2;24,95535714
camiseta-wilton-blanco-1_variante_3;24,95535714
camisa-oxford-celeste-1_variante_1;53,52678571
camisa-oxford-celeste-1_variante_2;53,52678571
camisa-oxford-celeste-1_variante_3;53,52678571
camisa-oxford-celeste-1_variante_4;53,52678571
camiza-ribera-azul-1_variante_1;53,52678571
camiza-ribera-azul-1_variante_2;53,52678571
camiza-ribera-azul-1_variante_3;53,52678571
camiza-ribera-azul-1_variante_4;53,52678571
camisa-ribera-rojo-1_variante_1 ;53,52678571
camisa-ribera-rojo-1_variante_2;53,52678571
camisa-ribera-rojo-1_variante_3;53,52678571
camisa-ribera-verde-1_variante_1;53,52678571
camisa-ribera-verde-1_variante_2;53,52678571
camisa-ribera-verde-1_variante_3;53,52678571
jersey-pico-sc-acero-1_variante_1;50,84821429
jersey-pico-sc-acero-1_variante_2;50,84821429
jersey-pico-sc-acero-1_variante_3;50,84821429
jersey-pico-sc-acero-1_variante_4;50,84821429
jersey-m-crm-estruc-granada-1_variante_1;53,52678571
jersey-m-crm-estruc-granada-1_variante_2;53,52678571
jersey-m-crm-estruc-granada-1_variante_3;53,52678571
jersey-m-cre-estruc-1_variante_1;53,52678571
jersey-m-cre-estruc-1_variante_2;53,52678571
jersey-m-cre-estruc-1_variante_3;53,52678571
jersey-m-crm-estruc-cactus-1;53,52678571
jersey-pico-coderas-marino-1;53,52678571
jersey-pico-coderas-marino-1_variante_1;53,52678571
jersey-pico-coderas-marino-1_variante_2;53,52678571
jersey-pico-coderas-marino-1_variante_3;53,52678571
jersey-pico-coderas-marino-1_variante_4;53,52678571
chinos-marino-1_variante_1;56,20535714
chinos-marino-1_variante_2;56,20535714
chinos-marino-1_variante_3;56,20535714
chinos-marino-1_variante_4;56,20535714
chinos-camel-1_variente_1;56,20535714
chinos-camel-1_variente_2;56,20535714
chinos-camel-1_variente_3;56,20535714
corbata-brand-azul-1;35,66964286
corbata-brand-rojo-1;35,66964286
GORRA-TAVORA-1_variante_1;34,77678571
GORRA-TAVORA-1_variante_2;34,77678571
GORRA-TAVORA-1_variante_3;34,77678571
gorra-leza-1_variante_1;34,77678571
gorra-leza-1_variante_2;34,77678571
gorra-leza-1_variante_3;34,77678571
GORRA-ARADE-1_variante_1;34,77678571
GORRA-ARADE-1_variante_2;34,77678571
GORRA-103760 NUDE-1;29,41964286
gorra-103770-tinto-1;29,41964286
polo-golf-pdt_variante_1;49,0625
polo-golf-pdt_variante_2;49,0625
polo-golf-pdt_variante_3;49,0625
polo-95-pdt_variante_1;57,99107143
polo-95-pdt_variante_2;57,99107143
polo-95-pdt_variante_3;57,99107143
polo-b-tricolor-pdt_variante_1;49,0625
polo-b-tricolor-pdt_variante_2;49,0625
polo-b-tricolor-pdt_variante_3;49,0625
polo-clas-am-pdt_variante_1;41,91964286
polo-clas-am-pdt_variante_2;41,91964286
polo-clas-am-pdt_variante_3;41,91964286
polo-clas-am-pdt_variante_4;41,91964286
polo-es-blanco-pdt_variante_1;44,59821429
polo-es-blanco-pdt_variante_2;44,59821429
polo-es-blanco-pdt_variante_3;44,59821429
polo-franja-bord-pdt_variante_1;52,63392857
polo-franja-bord-pdt_variante_2;52,63392857
polo-ecuestre-pdt_variante_1;49,0625
polo-ecuestre-pdt_variante_2;49,0625
polo-ecuestre-pdt_variante_3;49,0625
polo-bordado-franja-media-pdt_variante_1;57,99107143
polo-bordado-franja-media-pdt_variante_2;57,99107143
polo-bordado-franja-media-pdt_variante_3;57,99107143
polo-ocean-sailing-pdt_variante_1;57,99107143
polo-ocean-sailing-pdt_variante_2;57,99107143
polo-ocean-sailing-pdt_variante_3;57,99107143
camisa-blanca-ox-pdt_variante_1;56,20535714
camisa-blanca-ox-pdt_variante_2;56,20535714
camisa-blanca-ox-pdt_variante_3;56,20535714
camisa-blanca-ox-pdt_variante_4;56,20535714
camisa-celeste-ox-pdt_variante_1;56,20535714
camisa-celeste-ox-pdt_variante_2;56,20535714
camisa-celeste-ox-pdt_variante_3;56,20535714
camisa-salmon-pdt_variante_1;56,20535714
camisa-salmon-pdt_variante_2;56,20535714
camisa-salmon-pdt_variante_3;56,20535714
camia-hat-pdt_variante_1;61,5625
camia-hat-pdt_variante_2;61,5625
camia-hat-pdt_variante_3;61,5625
camisa-es-pdt_variante_1;61,5625
camisa-es-pdt_variante_2;61,5625
camisa-es-pdt_variante_3;61,5625
camisa-ox-rayas-pdt_variante_1;53,52678571
camisa-ox-rayas-pdt_variante_2;53,52678571
camisa-ox-rayas-pdt_variante_3;53,52678571
camisa-ox-rayas-az-pdt_variante_1;53,52678571
camisa-ox-rayas-az-pdt_variante_2;53,52678571
camisa-ox-rayas-az-pdt_variante_3;53,52678571
camisa-pique-am-pdt_variante_1;53,52678571
camisa-pique-am-pdt_variante_2;53,52678571
camisa-pique-am-pdt_variante_3;53,52678571
camisa-pique-vb-pdt_variante_1;53,52678571
camisa-pique-vb-pdt_variante_2;53,52678571
camisa-pique-vb-pdt_variante_3;53,52678571
camisa-cruzada-pdt_variante_1;57,99107143
camisa-cruzada-pdt_variante_2;57,99107143
camisa-cruzada-pdt_variante_3;57,99107143
camisa-esp-am-pdt_variante_1;57,99107143
camisa-esp-am-pdt_variante_2;57,99107143
camisa-esp-am-pdt_variante_3;57,99107143
camisa-esp-bl-pdt_variante_1;57,99107143
camisa-esp-bl-pdt_variante_2;57,99107143
camisa-esp-bl-pdt_variante_3;57,99107143
camisa-esp-ca-pdt_variante_1;57,99107143
camisa-esp-ca-pdt_variante_2;57,99107143
camisa-esp-ca-pdt_variante_3;57,99107143
camisa-med-pdt_variante_1;57,99107143
camisa-med-pdt_variante_2;57,99107143
camisa-med-pdt_variante_3;57,99107143
polo-celeste-rib-pdt_variante_1;40,13392857
polo-celeste-rib-pdt_variante_2;40,13392857
polo-celeste-rib-pdt_variante_3;40,13392857
polo-es-con-pdt_variante_1;41,91964286
polo-es-con-pdt_variante_2;41,92857143
polo-es-con-pdt_variante_3;41,92857143
polo-contraste-pdt_variantea_1;44,59821429
polo-contraste-pdt_variantea_2;44,59821429
polo-contraste-pdt_variantea_3;44,59821429
polo-bordado-espana-rojo-pdt_variante_1;44,59821429
polo-bordado-espana-rojo-pdt_variante_2;44,59821429
polo-bordado-espana-rojo-pdt_variante_3;44,59821429
polo-capote-blanco-pdt_variante_1;47,27678571
polo-capote-blanco-pdt_variante_2;47,27678571
polo-capote-blanco-pdt_variante_3;47,27678571
polo-capote-pdt_variante_1;47,27678571
polo-capote-pdt_variante_2;47,27678571
polo-capote-pdt_variante_3;47,27678571
polo-bordada-blanco-pdt_variante_1;44,59821429
polo-bordada-blanco-pdt_variante_2;44,59821429
polo-bordada-blanco-pdt_variante_3;44,59821429
polo-bordado-rosa-pdt_variante_1;44,59821429
polo-bordado-rosa-pdt_variante_2;44,59821429
polo-bordado-rosa-pdt_variante_3;44,59821429
polo-cr-am-pdt_variante_1;50,84821429
polo-cr-am-pdt_variante_2;50,84821429
polo-cr-am-pdt_variante_3;50,84821429
polo-artytr-pdt_variante_1;50,84821429
polo-artytr-pdt_variante_2;50,84821429
polo-artytr-pdt_variante_3;50,84821429
camisa-va-pdt_variante_1;53,52678571
camisa-va-pdt_variante_2;53,52678571
camisa-va-pdt_variante_3;53,52678571
camisa-va-pdt_variante_4;53,52678571
camisa-rosa-pdt_variante_1;53,52678571
camisa-rosa-pdt_variante_2;53,52678571
camisa-rosa-pdt_variante_4;53,52678571
camisa-denim-pdt_variante_1;53,52678571
camisa-denim-pdt_variante_2;53,52678571
camisa-denim-pdt_variante_3;53,52678571
camisa-denim-pdt_variante_4;53,52678571
camisa-blanca-esc-pdt_variante_1;57,99107143
camisa-blanca-esc-pdt_variante_2;57,99107143
camisa-blanca-esc-pdt_variante_3;57,99107143
camisa-blanca-esc-pdt_variante_4;57,99107143
camisa-celeste-esc-pdt_variante_1;57,99107143
camisa-celeste-esc-pdt_variante_2;57,99107143
camisa-celeste-esc-pdt_variante_3;57,99107143
camisa-celeste-esc-pdt_variante_4;57,99107143
jersey-medcr-am-pdt_variante_1;53,52678571
jersey-medcr-am-pdt_variante_2;53,52678571
jersey-cierre-azul-pdt_variante_1;57,99107143
jersey-cierre-azul-pdt_variante_2;57,99107143
jersey-cierre-am-pdt_variante_1;57,99107143
jersey-cierre-am-pdt_variante_2;57,99107143
